,purchase_bins_encoded,weekday_encoded,email_text_encoded,email_version_encoded,user_country_encoded,hour
23869,3,2,1,1,0,8
29088,3,1,1,0,0,13
54655,0,2,0,1,1,8
17534,0,2,1,0,1,14
40746,0,5,0,1,0,11
2869,0,5,0,0,3,10
68862,0,1,0,0,1,6
61845,0,5,0,1,0,15
90046,0,1,1,1,1,1
42948,0,0,1,1,3,3
55116,3,5,0,1,0,7
7973,0,1,1,1,0,7
27067,0,2,1,1,0,8
97314,0,1,1,1,0,16
5035,0,2,1,0,0,9
30372,0,2,1,0,3,12
72765,0,3,0,0,3,3
57442,3,3,1,0,3,7
92521,0,0,1,0,0,18
89747,0,2,0,0,1,14
87984,3,3,0,1,0,8
8839,0,4,1,1,0,1
48573,3,0,1,1,0,8
68658,0,5,0,0,0,6
86699,3,1,1,0,1,6
86306,0,2,1,0,1,11
25769,0,0,0,0,1,12
17613,0,0,1,0,0,11
61645,0,1,1,1,1,2
49011,3,3,1,0,1,6
93166,3,2,1,0,1,10
23548,0,6,0,1,1,5
60406,3,4,0,0,0,2
65122,0,0,0,1,0,7
96012,0,0,1,0,2,13
76119,0,6,0,1,1,13
60246,0,0,1,0,2,9
10010,0,1,1,0,3,10
41323,0,6,0,0,0,2
65053,0,2,1,1,1,4
6202,0,3,1,1,0,7
94931,0,5,1,0,0,16
2485,3,1,1,1,0,9
70150,0,3,0,1,0,13
85851,0,5,1,0,0,8
65684,0,5,0,0,0,9
50634,0,5,0,1,0,7
50694,3,5,1,0,2,16
63467,0,6,1,1,0,13
47084,0,2,0,1,1,6
74038,0,2,0,0,0,11
87080,0,1,0,1,0,6
24361,0,0,0,0,2,12
72554,0,3,0,1,3,10
16939,0,4,0,1,2,3
74344,0,5,0,1,0,12
64839,0,4,1,1,1,4
68865,0,0,0,0,0,5
61864,3,6,0,0,0,4
35125,0,3,1,1,0,12
78795,3,6,0,1,0,5
43943,1,6,1,0,1,15
38524,3,1,0,1,0,17
79907,3,2,0,0,2,8
39222,0,6,0,1,0,9
9842,0,3,1,0,0,9
59625,0,6,0,0,0,7
44685,0,0,0,1,0,9
89958,3,0,1,1,3,8
3306,0,0,0,1,0,3
90067,1,6,0,1,2,10
18764,0,6,1,0,0,15
20955,0,4,1,0,0,2
49299,3,5,1,1,0,17
11351,0,1,1,0,1,15
69105,0,6,1,0,0,16
78324,0,3,0,0,1,14
73930,0,1,0,1,0,6
20134,1,3,1,0,0,18
11012,0,0,1,1,0,7
11422,0,2,0,1,2,12
85893,3,4,1,0,1,19
11067,0,6,0,0,0,2
39056,0,2,0,1,1,12
85861,3,6,1,1,1,11
2426,0,6,1,1,3,15
8101,0,0,0,1,0,10
48390,0,3,0,1,1,14
15995,0,5,0,0,1,3
72834,0,5,0,0,3,2
52872,0,1,0,1,0,5
67168,0,2,0,1,3,13
1704,0,3,1,0,0,15
67954,0,1,1,1,1,12
32482,0,2,1,1,0,10
23565,0,6,0,1,0,13
58256,3,6,1,0,2,7
64362,0,5,1,0,1,11
99839,0,6,0,1,1,9
40233,0,2,0,0,0,10
81627,0,6,1,1,0,8
28166,3,3,1,1,3,7
50137,3,4,1,0,0,5
79916,1,5,0,1,1,7
9364,0,3,1,1,3,4
84815,0,3,1,1,1,9
88186,3,4,1,0,2,6
90202,0,5,1,1,0,12
5157,3,3,0,0,2,4
24098,3,1,0,1,2,7
53259,0,0,1,0,2,11
62663,3,3,0,1,3,5
97278,0,1,1,1,0,6
76013,0,2,1,1,1,8
35618,0,6,0,0,0,14
89647,0,5,0,1,0,14
80818,0,4,1,0,0,9
22946,0,1,1,1,0,11
26239,0,6,1,0,3,19
90184,0,6,0,1,0,10
91826,0,2,1,0,0,11
67454,3,4,0,1,0,12
54438,0,5,1,1,1,13
20621,0,3,0,0,0,21
15967,0,2,0,0,0,7
4704,0,2,1,0,2,12
39383,3,5,1,0,0,14
47931,0,6,0,0,0,6
30431,3,6,0,1,0,16
86327,0,1,1,1,1,19
38792,0,3,0,0,1,9
12830,0,0,1,0,0,16
84548,0,2,0,0,1,7
28593,0,3,1,1,0,7
32985,0,6,1,1,1,10
80842,3,5,1,1,1,16
6927,0,3,1,0,1,10
31867,0,0,0,1,0,10
76555,0,6,0,1,3,5
7713,0,2,0,0,1,9
28891,0,3,1,0,0,9
47900,0,0,1,1,0,8
82044,0,3,0,1,0,2
44934,0,1,0,1,0,14
4278,0,1,1,1,3,11
57010,3,5,0,0,0,10
46529,0,4,0,0,2,5
33038,0,0,1,1,0,18
57459,3,6,1,1,2,10
92655,0,1,0,1,0,11
32489,0,2,0,0,0,5
9969,0,1,0,1,2,4
93343,3,5,1,1,0,17
10343,0,1,0,1,0,4
95661,0,4,1,1,0,12
22355,0,5,1,1,0,14
50546,0,0,0,0,1,13
87268,0,3,0,1,1,9
75276,3,2,0,1,1,6
59498,3,3,0,1,1,6
78757,3,1,1,0,0,2
16780,0,2,0,0,0,13
36898,0,1,1,0,0,8
27407,0,2,1,0,1,4
98704,0,5,1,1,0,6
13367,0,2,1,0,1,9
58276,0,5,0,0,0,5
84602,0,0,0,0,0,7
72331,0,2,0,0,2,5
61226,0,6,1,1,3,12
83874,0,4,0,0,1,4
42154,0,5,1,1,0,9
21342,0,3,0,0,1,8
79283,3,1,0,0,0,7
13678,0,2,1,0,0,7
47110,0,2,0,0,0,5
38322,2,3,0,0,0,16
11609,0,2,1,1,0,16
3160,0,5,0,0,2,5
16380,0,2,1,0,0,11
17860,3,5,1,0,0,8
44868,0,4,0,0,0,10
60445,3,4,1,0,0,12
94093,3,6,1,0,2,15
17942,0,2,0,1,1,14
42485,0,1,1,0,1,8
13358,1,3,0,0,0,11
62980,3,5,0,0,2,2
6633,0,1,0,0,0,23
18447,0,0,1,0,0,17
26188,0,4,0,1,0,8
7642,1,3,0,1,0,13
93194,0,3,0,0,0,8
10456,0,5,1,0,1,14
9644,0,1,0,0,0,8
77124,0,6,1,1,3,8
6475,3,1,0,1,0,7
1018,0,3,1,1,0,10
21258,0,3,1,1,0,4
66547,0,4,0,1,0,8
89901,0,6,0,0,0,15
21709,0,0,0,0,3,6
69112,0,6,1,1,2,7
38016,0,2,1,1,1,14
97889,0,6,0,0,0,16
95173,0,5,1,1,0,2
59497,0,4,1,1,0,14
52229,0,6,0,1,3,6
42709,0,4,0,0,0,9
7057,1,5,1,0,1,10
68340,0,5,0,0,0,20
60756,0,6,0,1,1,14
95642,0,6,0,0,0,1
63343,0,5,0,0,0,5
69494,0,3,1,1,0,11
55490,0,5,0,0,3,4
16855,0,3,0,1,0,10
90536,0,3,0,1,3,13
93243,0,3,0,0,0,14
93676,0,5,0,0,1,1
7494,0,2,0,0,0,3
19074,0,1,1,1,0,6
63587,0,5,0,0,3,5
21330,0,5,0,1,0,5
23120,0,0,1,1,0,3
82155,0,6,0,1,1,6
50731,0,5,1,1,0,15
92307,0,3,0,0,0,8
94605,1,2,1,1,3,6
56766,0,1,0,1,0,2
86476,0,1,0,1,0,15
48433,0,4,0,0,0,6
93675,0,1,0,0,1,8
95426,0,3,0,0,3,8
41923,3,3,1,1,0,9
26500,0,3,1,0,3,3
66985,0,6,1,1,0,9
25003,0,0,1,1,0,5
48988,3,1,1,1,0,5
38741,0,2,0,1,0,5
12624,0,0,0,0,0,9
88882,0,1,1,0,1,16
74494,0,0,0,1,0,7
86471,0,6,0,0,0,4
7664,0,4,0,1,3,7
62597,0,2,1,0,0,3
8468,0,3,0,1,0,15
32350,0,1,1,0,1,3
79256,0,5,0,0,0,8
65309,0,5,0,0,0,6
29023,0,4,1,0,0,8
40459,3,3,0,1,1,13
39071,0,3,1,0,3,11
5964,0,1,0,0,0,10
74500,3,1,0,1,0,8
39327,0,2,1,0,0,12
55243,3,6,1,0,0,14
67600,0,2,1,1,0,9
8312,0,6,0,0,1,18
70812,0,0,1,0,0,4
574,0,2,1,0,1,14
54714,3,4,1,0,0,3
90793,0,0,1,0,3,16
76949,0,4,1,1,1,4
80350,0,6,1,1,0,12
85207,0,5,0,1,0,10
15592,0,0,1,1,0,5
83899,3,4,1,1,0,2
41172,0,3,0,1,0,15
11656,0,6,0,1,2,13
94356,0,2,1,0,0,1
32188,1,4,1,1,1,7
41799,0,5,1,0,2,12
51521,0,5,1,1,1,13
95602,0,5,0,1,3,13
96292,3,4,0,0,0,15
93534,0,4,1,0,2,12
8443,1,6,0,0,1,4
10782,0,3,0,1,0,4
88628,3,5,1,0,1,16
39094,3,1,1,1,0,3
80817,0,0,1,1,0,15
59226,0,1,0,1,1,8
74638,0,2,1,1,0,7
65339,0,6,0,0,0,7
84215,3,5,0,0,0,13
64708,0,5,1,1,0,7
19751,3,1,0,1,0,5
49575,0,5,1,0,2,9
90277,3,0,0,0,0,10
353,0,0,0,1,0,11
96484,0,2,1,1,0,5
69586,0,1,0,1,0,10
93745,0,1,1,0,1,2
14362,0,4,0,1,0,16
12396,0,1,1,1,1,18
17250,0,3,1,1,2,14
48985,0,4,0,1,0,4
77306,0,4,0,1,3,12
63402,0,2,0,1,0,8
70478,0,5,0,0,3,5
68589,3,2,0,1,1,1
94147,0,2,1,0,0,9
71118,3,5,0,0,3,8
23818,3,1,1,0,1,8
22124,0,6,0,0,0,5
9906,0,4,1,0,0,14
67675,0,0,1,1,0,3
9322,0,2,0,1,1,10
55405,0,3,0,0,0,4
20332,0,5,0,0,0,12
52923,3,3,1,1,0,11
10792,0,6,1,1,0,3
90130,1,5,0,0,0,8
59366,0,2,0,0,0,4
3322,0,1,1,1,0,7
62029,0,6,1,1,1,19
48882,0,6,0,1,3,13
83307,0,1,0,1,2,9
9960,0,6,1,0,0,6
83274,0,0,1,0,0,22
44486,0,5,0,1,1,5
21140,0,4,1,1,0,3
20172,0,3,1,1,0,18
37787,0,3,1,0,3,8
40286,0,6,1,0,2,12
91955,0,6,1,0,0,8
9177,0,2,1,0,0,15
41763,3,4,0,1,0,9
61307,0,2,1,1,0,1
73337,0,2,0,0,0,4
11517,0,6,0,1,0,3
49784,0,3,0,1,0,8
50904,0,0,0,0,0,11
29520,0,1,0,1,2,7
19976,3,5,0,0,1,8
37637,0,4,0,1,0,13
79878,0,1,0,0,1,5
47471,3,4,1,0,0,14
75286,0,4,0,0,0,13
19690,1,3,1,1,0,11
64166,0,3,1,0,0,3
67125,3,3,0,1,0,3
74202,3,4,1,0,1,3
98187,0,2,1,0,3,9
94815,3,2,1,1,3,16
75551,0,0,1,1,0,14
37734,0,4,1,0,1,5
75990,0,6,1,1,0,8
22903,0,2,1,0,0,9
47089,0,2,1,0,1,6
16906,0,6,0,0,0,11
24642,3,3,0,0,2,12
6960,0,0,1,1,2,11
39037,3,1,0,0,0,9
53806,1,2,0,0,0,16
81932,0,2,1,1,0,14
65254,0,2,0,1,0,6
80661,0,0,0,1,2,12
52261,0,2,0,1,0,6
80551,3,1,0,0,0,2
53760,0,6,0,0,2,12
10264,3,4,1,0,0,13
77490,3,4,1,0,0,1
25442,3,5,1,1,2,9
8409,0,1,1,1,0,21
17453,3,4,1,0,0,1
30941,0,5,1,0,1,15
82866,3,0,0,0,0,9
53225,0,3,1,1,0,1
17160,0,3,1,1,2,4
68903,3,6,1,0,1,9
34410,0,3,0,1,0,4
75684,0,1,0,1,0,8
88765,0,1,1,0,0,8
93033,0,5,0,0,3,8
37620,0,4,1,1,0,4
62225,0,0,1,0,2,13
79460,3,4,1,1,1,3
68800,0,5,0,1,0,2
42908,0,5,1,0,0,15
52354,0,3,0,1,1,8
7157,0,1,0,1,0,3
10708,0,3,0,1,0,1
64629,0,0,0,1,2,1
1148,0,0,1,1,1,7
19251,3,1,0,0,1,6
49878,3,0,1,0,0,10
90243,3,3,1,1,1,3
45818,0,3,1,0,0,3
58417,0,3,1,1,1,5
50019,3,5,1,1,0,10
76759,0,5,1,1,0,9
3593,0,4,1,1,1,7
88519,0,4,1,1,0,10
85543,0,4,0,1,0,7
59424,1,0,0,0,1,6
56077,0,3,1,1,0,8
94595,0,5,1,0,1,5
48631,0,1,0,0,0,4
35751,3,6,0,1,0,11
48168,3,0,1,1,0,6
52099,3,1,0,1,3,19
90047,3,1,1,1,0,4
27962,0,4,0,1,0,1
52633,3,4,1,1,1,11
32205,3,0,0,0,1,10
22186,0,5,0,1,1,12
48,0,2,1,0,0,5
74790,3,0,0,0,0,10
3481,3,3,1,1,2,12
29655,3,4,1,0,1,8
78827,3,5,1,0,2,5
23191,3,1,1,0,0,5
95216,0,4,1,1,0,6
32670,3,5,1,1,0,13
25355,0,3,0,1,0,11
22345,0,5,1,1,2,11
74260,0,5,1,1,0,11
5799,3,0,0,0,0,4
37309,0,2,1,0,1,11
74606,3,1,1,0,1,1
72533,0,5,0,1,0,14
60655,3,2,0,0,3,5
36477,3,5,0,0,2,7
90979,0,3,0,0,2,10
91792,3,6,1,1,0,11
33348,0,5,1,1,0,5
99294,0,4,0,0,1,6
78663,0,1,0,1,1,2
85148,3,2,1,0,0,9
85492,3,0,1,0,0,9
80088,3,4,1,0,1,6
12096,0,0,0,0,1,6
23937,0,5,0,0,2,15
61575,3,1,1,0,0,7
71435,3,2,1,0,3,13
76844,3,0,1,0,3,11
84137,0,3,1,0,2,8
33411,0,6,1,1,2,4
88348,1,1,0,1,0,7
41648,0,3,0,1,2,7
52706,0,2,0,1,0,11
92702,0,6,1,1,0,7
18771,0,5,0,0,2,6
93424,0,4,0,1,3,7
59665,0,4,0,0,0,10
17236,3,1,1,1,0,14
77044,3,4,1,1,0,9
91167,0,2,0,1,0,11
45525,0,2,1,0,1,15
19839,0,3,1,1,0,7
51096,0,3,0,0,0,13
87058,0,4,1,1,0,15
73890,3,0,1,0,1,8
69836,0,6,0,0,0,11
6337,0,4,0,0,1,13
15343,0,6,0,1,0,8
78789,3,4,1,0,3,13
15831,0,0,0,1,1,18
80629,0,6,1,1,0,9
12088,0,5,0,1,3,8
53647,0,2,1,0,1,9
23252,3,1,1,1,1,10
30263,0,3,1,0,0,3
96515,0,0,0,0,0,5
18649,0,0,0,0,0,5
65564,3,0,1,0,0,8
45610,0,0,1,0,0,10
91796,3,3,1,0,1,11
91070,0,0,1,1,0,10
36628,3,0,0,0,3,13
19705,3,0,1,0,0,15
82390,0,0,0,0,2,19
36330,0,6,0,0,1,8
9796,0,3,1,1,0,8
6247,0,2,0,0,0,14
78746,0,5,1,1,0,5
4337,0,6,0,0,0,12
65184,0,0,1,0,0,5
84309,0,2,0,1,3,10
93759,3,6,1,1,3,12
57041,3,1,0,0,0,1
19087,3,5,1,0,2,7
19509,0,1,1,1,0,3
14185,0,4,1,0,3,5
44894,0,5,1,1,0,8
57358,3,0,1,1,0,6
73156,0,3,0,0,0,11
20692,0,6,0,1,0,11
97860,3,2,1,1,0,13
85415,0,3,1,1,0,10
47762,0,0,1,0,0,13
4585,0,0,1,0,0,10
36843,0,3,0,1,0,3
84338,0,3,0,0,0,9
44434,0,3,0,0,0,12
57846,3,2,1,1,1,3
58507,1,3,1,1,0,11
78231,3,1,1,0,3,13
93269,0,1,1,1,1,10
46118,0,6,0,1,0,11
27295,0,0,1,1,0,7
58702,0,5,1,1,0,12
16205,3,5,0,1,0,9
33680,0,3,0,1,0,10
66148,0,2,0,1,1,8
66430,3,6,0,0,2,11
31341,0,3,0,0,0,4
61581,0,5,0,1,0,12
87457,3,4,1,1,0,8
63680,3,4,1,0,3,3
25568,0,2,1,1,0,13
35701,0,4,1,0,3,9
74563,0,2,1,1,0,11
46716,0,3,0,0,0,17
23477,3,4,1,1,0,13
98540,0,4,0,1,0,16
93538,0,3,1,1,0,13
46285,0,5,1,0,0,6
70746,0,4,0,1,2,6
64000,0,1,0,0,0,10
57947,3,3,0,1,3,10
71662,0,3,1,0,0,10
30915,0,4,1,0,1,9
3200,0,4,1,0,1,13
89167,0,1,0,1,1,7
32246,0,0,0,0,1,20
9463,0,6,1,1,3,18
45165,3,4,0,0,0,3
74107,0,6,0,0,0,1
41314,3,1,0,0,0,2
90767,0,1,1,0,2,8
94357,0,4,1,0,1,12
38738,0,3,0,0,1,8
25413,0,6,1,0,1,13
55261,0,3,0,1,0,15
47277,3,0,0,1,0,10
73147,0,5,0,1,0,15
93403,0,4,1,1,3,7
84276,0,6,1,1,0,16
52555,0,6,0,0,1,14
71574,0,2,0,1,1,7
34665,0,5,1,0,1,8
15196,0,5,0,0,2,14
32082,3,5,0,1,0,4
84345,0,2,0,1,2,15
69854,0,0,1,1,0,5
96003,3,6,0,1,0,11
55800,0,5,0,1,0,9
51273,0,5,1,1,0,9
49145,0,5,1,0,0,8
23344,3,5,0,0,3,15
97546,0,0,0,1,0,8
61841,0,3,0,1,2,1
12686,3,0,1,0,3,11
6309,0,3,1,0,0,12
46549,3,0,1,1,2,2
42418,3,2,1,1,0,12
18108,0,2,1,0,0,7
81876,3,0,1,1,2,8
10724,0,3,1,1,0,1
20340,0,6,0,0,0,15
12440,0,6,0,1,1,11
36556,0,1,1,1,0,14
94657,3,5,1,1,0,11
5303,0,3,1,0,0,6
23475,3,4,1,1,0,5
54958,0,6,0,1,0,12
76626,0,2,1,1,1,11
31610,0,2,1,1,3,20
11487,1,2,0,0,1,7
70903,0,0,1,0,0,9
33260,0,2,0,0,0,3
91272,1,5,0,1,2,19
48017,0,6,1,0,0,11
28302,3,6,0,0,0,7
30586,0,4,0,0,3,3
25589,0,5,0,1,3,7
26872,0,6,1,1,0,11
92572,0,1,1,1,3,5
11776,0,2,1,0,0,18
12630,3,2,1,0,2,8
22188,0,4,0,0,2,6
10718,0,4,0,0,3,19
65517,0,6,1,1,0,9
65542,1,4,1,0,0,10
67098,0,5,0,0,3,2
89724,0,1,1,1,0,10
50967,0,1,0,1,2,11
88135,0,4,0,0,0,6
53003,3,4,1,1,0,7
22003,0,0,1,0,0,5
6136,0,5,0,0,0,9
65640,0,5,1,0,0,7
31636,3,1,1,0,0,4
11233,0,3,1,1,0,5
37526,3,0,1,0,1,10
92169,0,5,0,0,0,11
18106,0,2,0,0,0,7
31399,0,4,1,1,0,11
55251,0,2,1,1,0,2
65387,0,0,1,1,0,3
88247,3,1,1,0,0,3
25173,3,5,1,1,0,12
6702,0,6,1,0,0,14
38968,3,4,1,1,1,3
25110,3,5,0,1,1,10
78688,0,6,0,0,3,9
26194,0,6,1,1,0,8
67776,0,4,0,0,0,8
51928,0,1,0,1,0,2
44012,0,1,0,1,1,7
50931,0,0,0,0,0,2
69374,3,4,0,1,0,11
43817,0,6,1,0,0,14
11977,1,6,0,1,1,15
20629,0,0,1,1,0,13
72635,0,4,1,1,0,8
49873,3,2,0,0,0,13
60503,0,6,0,1,0,12
31962,0,6,0,1,0,8
13366,0,0,1,1,1,11
78834,3,4,0,1,1,9
60943,0,6,1,1,1,4
24904,0,3,0,1,3,16
63244,0,0,1,1,2,15
30673,0,3,1,0,1,5
59338,0,2,1,1,0,15
4036,1,6,1,0,0,11
25952,3,2,1,1,1,11
56525,0,1,1,0,0,20
77529,0,0,1,1,0,13
18469,0,6,1,1,0,10
84594,0,5,0,1,0,5
87961,0,3,1,1,3,17
68925,3,3,1,1,0,3
29031,0,2,1,1,0,9
58378,0,6,0,0,3,4
35865,0,6,0,0,1,12
46794,0,1,1,0,0,3
40103,0,6,0,0,0,9
57711,1,4,1,1,0,14
26533,0,2,1,0,0,9
82284,3,3,0,1,2,2
12868,0,1,0,0,0,1
48434,0,5,0,1,3,4
73198,0,5,1,0,2,8
45722,3,2,0,0,0,5
59909,0,5,1,0,0,5
9849,3,2,0,0,2,14
20871,0,4,1,0,0,9
22066,0,3,0,0,0,7
28165,0,2,1,1,0,10
73204,3,1,0,0,3,21
82940,0,0,0,0,1,14
67460,0,6,0,0,0,6
79038,0,2,1,0,3,7
81906,3,6,0,0,0,9
47633,0,5,1,1,0,12
55041,0,4,1,0,1,7
67348,0,0,1,1,0,8
14417,0,4,1,0,2,9
86075,3,1,1,0,0,15
80198,3,2,0,1,0,9
83238,0,2,1,1,1,13
35709,0,1,0,0,0,16
73115,3,4,1,1,1,10
30205,0,0,0,1,1,5
35271,0,5,1,1,1,8
7842,0,1,0,1,3,8
89879,0,3,0,1,0,8
68585,0,1,1,1,1,18
8319,0,5,0,1,0,9
34559,0,1,1,0,0,12
56778,1,1,1,0,3,14
37161,3,3,1,0,0,20
98302,0,6,1,0,0,7
26579,3,1,1,1,1,5
21756,0,3,0,0,0,7
84155,0,4,1,1,0,6
34846,1,2,1,1,0,11
16984,0,2,0,1,0,4
79178,0,6,1,0,1,4
93349,0,6,0,0,1,7
50053,3,4,0,0,0,15
92281,0,2,1,1,1,3
91662,0,0,1,0,0,4
70138,0,2,1,1,3,9
97149,0,5,0,0,1,12
88867,0,1,1,0,3,5
7863,2,1,0,1,3,12
30181,0,5,0,0,0,4
28238,3,1,0,1,0,17
26586,0,6,1,1,2,12
62563,0,6,0,0,1,9
60920,0,4,0,0,1,4
33026,0,3,0,1,1,17
47886,0,3,0,1,0,10
45702,0,0,0,1,2,7
2322,0,5,1,1,3,3
7995,0,3,1,1,2,2
46255,0,5,0,0,0,2
2132,3,5,0,1,2,9
30099,0,3,0,1,0,11
21924,3,1,0,0,1,10
97450,0,2,0,0,0,8
54134,0,4,0,0,0,7
32016,0,2,0,0,1,3
33743,3,0,0,1,0,10
89602,0,5,1,1,0,10
77973,3,4,1,1,3,8
319,0,3,1,0,2,7
86132,0,3,0,1,0,11
16574,0,4,1,1,0,15
1022,0,2,1,1,2,7
77976,3,5,0,0,3,3
7185,0,3,0,1,0,7
97926,0,2,1,1,0,15
66879,0,6,0,1,0,3
67826,3,3,1,0,0,11
30828,0,4,0,0,0,12
51701,3,3,1,0,0,4
78288,3,6,1,1,0,12
64677,0,3,1,0,2,8
537,0,3,0,1,3,13
19599,0,5,1,1,3,9
40919,0,2,1,0,1,13
81535,0,4,1,0,0,2
40412,0,6,0,1,0,16
25357,0,0,0,0,0,4
45358,0,2,0,1,1,11
58059,0,4,0,1,0,10
50961,1,6,0,1,3,8
22,3,2,0,1,0,1
78690,3,4,0,1,2,13
2480,0,4,1,1,0,5
97850,0,5,0,0,0,17
10547,0,0,1,1,0,10
16693,0,1,0,0,1,9
16827,0,2,0,1,2,19
96340,0,1,0,0,0,3
44806,0,2,0,0,0,7
61072,0,5,0,1,0,11
30189,3,5,0,1,0,6
77020,3,6,1,0,1,9
17339,3,3,0,1,0,5
81749,0,4,1,1,0,9
95166,0,1,0,1,0,11
76034,0,0,0,0,0,12
85231,0,1,1,0,0,1
80254,0,1,1,1,0,12
21207,0,0,1,0,3,14
17837,0,2,1,1,1,5
54704,0,5,0,1,0,6
45689,0,6,0,1,2,8
38862,0,6,1,0,0,14
70759,0,3,1,1,0,13
19811,0,5,0,1,0,13
15717,0,2,0,0,3,10
44100,0,5,1,0,2,18
37324,0,6,1,0,0,7
34834,0,2,0,1,3,9
82589,0,3,0,1,0,17
31501,0,5,1,1,0,8
31014,0,1,0,0,0,3
18749,0,4,1,1,0,1
70964,3,5,0,1,0,11
38344,3,1,1,1,2,13
74534,3,4,1,1,1,12
46176,0,3,0,0,0,8
89957,3,4,1,1,0,7
54326,3,1,1,1,0,12
47523,0,1,1,1,2,9
64654,0,2,1,0,3,10
3799,0,1,1,0,0,23
70084,0,4,1,1,0,4
56481,0,6,1,0,0,15
44532,0,6,0,1,2,15
35366,0,6,0,0,0,12
34346,3,6,0,0,0,8
7869,0,2,0,0,0,8
5544,0,5,1,0,0,4
3049,3,1,0,0,0,9
85185,0,1,0,1,0,11
74727,0,5,1,0,0,18
17127,0,1,0,1,1,6
17239,3,1,0,1,0,12
26506,0,2,1,0,1,5
2601,3,3,0,1,3,7
98153,0,0,0,0,0,14
38182,0,3,1,0,0,12
69238,0,3,1,0,3,6
5261,3,0,0,1,2,5
13917,3,6,0,1,1,10
51202,0,1,1,1,1,7
28173,0,3,1,0,1,23
38849,3,6,0,1,3,5
69638,0,0,0,1,1,9
37186,3,1,1,0,0,11
58542,0,0,1,1,1,18
11052,2,3,1,0,0,6
2815,0,6,1,0,0,5
55787,0,1,0,0,0,8
44892,0,5,0,0,3,17
4331,0,2,0,1,0,15
36089,0,2,1,1,0,13
95109,0,3,1,0,0,9
72821,0,5,0,1,0,15
69456,0,4,1,1,0,20
52854,0,4,0,0,0,17
68467,3,5,0,0,3,10
7816,0,0,1,1,0,5
91166,0,2,1,1,1,10
62417,0,5,1,0,1,18
48952,0,6,0,1,0,9
79817,3,5,0,1,1,5
96357,0,2,1,0,1,6
17445,3,2,1,1,0,4
88350,0,4,1,1,1,3
79891,0,2,0,0,1,10
32394,0,0,1,1,0,9
54705,0,3,1,1,3,8
63923,3,1,0,0,0,1
31696,0,6,0,0,0,10
65647,0,1,1,0,0,8
77273,0,3,0,1,3,12
22605,0,0,0,1,1,19
60603,0,1,0,0,2,6
33443,0,0,0,1,0,21
98647,3,1,1,1,0,17
79856,0,2,1,1,0,2
99338,1,3,1,0,2,8
12901,0,6,1,1,2,9
11262,0,2,1,1,1,16
71589,0,0,1,1,0,10
79452,3,6,1,1,3,4
85608,3,2,1,0,2,16
32480,0,1,0,1,0,11
91483,0,1,0,1,0,12
25727,0,1,0,1,0,9
99056,0,4,1,1,1,8
8762,0,2,1,1,0,11
44132,0,1,1,0,0,7
58137,0,1,0,0,3,11
19047,0,6,1,1,1,9
74126,1,3,1,1,2,12
32845,0,5,1,0,3,14
15564,0,1,0,0,0,11
32150,0,6,1,0,1,7
31107,0,3,0,0,1,10
17064,1,1,1,1,0,8
48151,0,6,1,1,0,6
5682,0,6,1,1,0,10
71559,0,4,1,0,0,8
12950,0,4,0,1,3,10
21045,0,3,1,1,0,11
36319,0,4,0,1,3,11
17192,1,3,0,0,0,10
44356,0,1,0,0,0,7
1646,0,4,1,0,0,13
73538,0,0,0,1,2,12
90545,0,5,1,0,1,3
3316,0,0,1,0,0,12
35789,3,5,1,0,0,11
92352,3,3,1,1,0,13
43499,3,1,1,1,0,22
81919,0,2,1,0,0,11
72129,3,2,1,0,0,8
18478,0,6,0,1,1,2
77134,0,6,0,0,2,7
89456,3,5,0,0,2,5
80498,0,6,0,0,2,11
58271,0,3,0,1,1,12
12422,1,3,1,0,1,3
59310,3,1,0,1,1,16
38253,0,4,1,1,2,5
67323,0,4,0,1,0,6
42471,0,5,1,0,2,9
92935,0,3,0,0,0,5
33758,0,3,0,0,0,2
60823,0,6,1,0,2,8
8646,0,6,1,0,0,11
54589,0,6,0,1,0,13
54576,3,5,1,1,2,10
35610,0,0,0,1,0,4
13389,0,5,0,0,0,9
6593,3,2,1,1,3,6
63794,0,5,1,0,0,15
65133,0,0,1,1,0,5
54574,0,5,0,0,0,17
79358,0,0,0,0,0,2
78016,0,6,1,1,1,9
50574,0,4,1,1,1,6
23958,0,0,1,1,1,11
84966,0,1,1,1,0,11
1661,0,2,1,1,0,6
28235,0,0,0,0,0,9
93790,0,4,1,0,0,11
76375,3,2,1,0,0,5
84478,3,0,1,0,0,6
65799,3,2,1,0,0,13
29319,0,4,0,1,1,4
92453,1,6,0,1,2,12
40982,0,5,0,0,0,13
91619,0,3,1,0,0,11
11375,1,3,0,0,0,2
4811,0,6,0,1,2,14
11430,0,5,1,1,1,5
51606,0,4,1,1,0,8
2142,0,5,0,1,0,15
39770,0,5,0,1,0,11
60844,0,3,0,0,1,6
21147,0,5,1,1,1,12
57710,0,3,1,0,0,15
17085,3,5,0,0,2,7
95230,3,1,0,1,3,3
40060,0,6,1,0,1,10
35659,0,0,0,1,0,8
11881,0,0,0,0,0,4
17729,0,6,1,0,0,17
29855,3,4,0,1,0,15
73120,3,1,0,0,0,4
10765,0,6,0,1,0,17
14106,0,3,0,0,0,15
8639,0,2,0,1,3,18
16673,0,4,0,0,1,10
80196,0,2,0,0,2,4
67398,0,2,1,1,0,8
58220,3,1,1,0,1,6
